FIPS,Structure_Type,Count
21193.0,Education,14
21193.0,Law Enforcement,3
21193.0,Medical & Emergency,14
21195.0,Education,29
21195.0,Law Enforcement,5
21195.0,Medical & Emergency,47
21197.0,Education,5
21197.0,Law Enforcement,3
21197.0,Medical & Emergency,4
21199.0,Education,23
21199.0,Law Enforcement,6
21199.0,Medical & Emergency,21
21201.0,Education,1
21201.0,Law Enforcement,1
21201.0,Medical & Emergency,1
21203.0,Education,7
21203.0,Law Enforcement,3
21203.0,Medical & Emergency,8
21205.0,Education,14
21205.0,Law Enforcement,3
21205.0,Medical & Emergency,9
21207.0,Education,7
21207.0,Law Enforcement,3
21207.0,Medical & Emergency,6
21209.0,Education,18
21209.0,Law Enforcement,4
21209.0,Medical & Emergency,11
21211.0,Education,13
21211.0,Law Enforcement,3
21211.0,Medical & Emergency,18
21213.0,Education,7
21213.0,Law Enforcement,2
21213.0,Medical & Emergency,4
21215.0,Education,5
21215.0,Law Enforcement,2
21215.0,Medical & Emergency,8
21217.0,Education,11
21217.0,Law Enforcement,2
21217.0,Medical & Emergency,4
21219.0,Education,5
21219.0,Law Enforcement,3
21219.0,Medical & Emergency,8
21221.0,Education,4
21221.0,Law Enforcement,2
21221.0,Medical & Emergency,10
21223.0,Education,4
21223.0,Law Enforcement,1
21223.0,Medical & Emergency,5
21225.0,Education,9
21225.0,Law Enforcement,4
21225.0,Medical & Emergency,9
21227.0,Education,43
21227.0,Law Enforcement,5
21227.0,Medical & Emergency,30
21229.0,Education,5
21229.0,Law Enforcement,2
21229.0,Medical & Emergency,4
21231.0,Education,7
21231.0,Law Enforcement,2
21231.0,Medical & Emergency,4
21233.0,Education,7
21233.0,Law Enforcement,4
21233.0,Medical & Emergency,10
21235.0,Education,17
21235.0,Law Enforcement,3
21235.0,Medical & Emergency,13
21237.0,Education,6
21237.0,Law Enforcement,1
21237.0,Medical & Emergency,3
21239.0,Education,12
21239.0,Law Enforcement,3
21239.0,Medical & Emergency,10
22001.0,Education,33
22001.0,Law Enforcement,6
22001.0,Medical & Emergency,28
22003.0,Education,12
22003.0,Law Enforcement,9
22003.0,Medical & Emergency,10
22005.0,Education,35
22005.0,Law Enforcement,6
22005.0,Medical & Emergency,25
22007.0,Education,11
22007.0,Law Enforcement,2
22007.0,Medical & Emergency,9
22009.0,Education,17
22009.0,Law Enforcement,13
22009.0,Medical & Emergency,19
22011.0,Education,13
22011.0,Law Enforcement,5
22011.0,Medical & Emergency,20
22013.0,Education,8
22013.0,Law Enforcement,3
22013.0,Medical & Emergency,26
22015.0,Education,42
22015.0,Law Enforcement,11
22015.0,Medical & Emergency,34
22017.0,Education,85
22017.0,Law Enforcement,18
22017.0,Medical & Emergency,53
22019.0,Education,80
22019.0,Law Enforcement,21
22019.0,Medical & Emergency,47
22021.0,Education,7
22021.0,Law Enforcement,2
22021.0,Medical & Emergency,11
22023.0,Education,4
22023.0,Law Enforcement,1
22023.0,Medical & Emergency,10
22025.0,Education,6
22025.0,Law Enforcement,4
22025.0,Medical & Emergency,12
22027.0,Education,9
22027.0,Law Enforcement,4
22027.0,Medical & Emergency,11
22029.0,Education,13
22029.0,Law Enforcement,5
22029.0,Medical & Emergency,7
22031.0,Education,11
22031.0,Law Enforcement,4
22031.0,Medical & Emergency,11
22033.0,Education,169
22033.0,Law Enforcement,20
22033.0,Medical & Emergency,67
22035.0,Education,5
22035.0,Law Enforcement,2
22035.0,Medical & Emergency,2
22037.0,Education,11
22037.0,Law Enforcement,7
22037.0,Medical & Emergency,11
22039.0,Education,16
22039.0,Law Enforcement,9
22039.0,Medical & Emergency,14
22041.0,Education,8
22041.0,Law Enforcement,3
22041.0,Medical & Emergency,6
22043.0,Education,8
22043.0,Law Enforcement,7
22043.0,Medical & Emergency,7
22045.0,Education,27
22045.0,Law Enforcement,6
22045.0,Medical & Emergency,17
22047.0,Education,16
22047.0,Law Enforcement,7
22047.0,Medical & Emergency,15
22049.0,Education,5
22049.0,Law Enforcement,5
22049.0,Medical & Emergency,9
22051.0,Education,142
22051.0,Law Enforcement,17
22051.0,Medical & Emergency,55
22053.0,Education,17
22053.0,Law Enforcement,5
22053.0,Medical & Emergency,14
22055.0,Education,67
22055.0,Law Enforcement,13
22055.0,Medical & Emergency,37
22057.0,Education,42
22057.0,Law Enforcement,9
22057.0,Medical & Emergency,38
22059.0,Education,10
22059.0,Law Enforcement,3
22059.0,Medical & Emergency,14
22061.0,Education,22
22061.0,Law Enforcement,5
22061.0,Medical & Emergency,8
22063.0,Education,48
22063.0,Law Enforcement,7
22063.0,Medical & Emergency,22
22065.0,Education,8
22065.0,Law Enforcement,2
22065.0,Medical & Emergency,6
22067.0,Education,9
22067.0,Law Enforcement,5
22067.0,Medical & Emergency,12
22069.0,Education,19
22069.0,Law Enforcement,4
22069.0,Medical & Emergency,20
22071.0,Education,152
22071.0,Law Enforcement,16
22071.0,Medical & Emergency,46
22073.0,Education,75
22073.0,Law Enforcement,8
22073.0,Medical & Emergency,34
22075.0,Education,10
22075.0,Law Enforcement,4
22075.0,Medical & Emergency,9
22077.0,Education,8
22077.0,Law Enforcement,5
22077.0,Medical & Emergency,7
22079.0,Education,65
22079.0,Law Enforcement,12
22079.0,Medical & Emergency,55
22081.0,Education,6
22081.0,Law Enforcement,1
22081.0,Medical & Emergency,3
22083.0,Education,14
22083.0,Law Enforcement,4
22083.0,Medical & Emergency,14
22085.0,Education,13
22085.0,Law Enforcement,4
22085.0,Medical & Emergency,24
22087.0,Education,14
22087.0,Law Enforcement,1
22087.0,Medical & Emergency,11
22089.0,Education,19
22089.0,Law Enforcement,3
22089.0,Medical & Emergency,22
22091.0,Education,3
22091.0,Law Enforcement,3
22091.0,Medical & Emergency,8
22093.0,Education,9
22093.0,Law Enforcement,3
22093.0,Medical & Emergency,16
22095.0,Education,17
22095.0,Law Enforcement,5
22095.0,Medical & Emergency,11
22097.0,Education,46
22097.0,Law Enforcement,13
22097.0,Medical & Emergency,29
22099.0,Education,21
22099.0,Law Enforcement,5
22099.0,Medical & Emergency,13
22101.0,Education,31
22101.0,Law Enforcement,10
22101.0,Medical & Emergency,20
22103.0,Education,79
22103.0,Law Enforcement,15
22103.0,Medical & Emergency,61
22105.0,Education,48
22105.0,Law Enforcement,12
22105.0,Medical & Emergency,29
22107.0,Education,3
22107.0,Law Enforcement,4
22107.0,Medical & Emergency,10
22109.0,Education,51
22109.0,Law Enforcement,4
22109.0,Medical & Emergency,33
22111.0,Education,6
22111.0,Law Enforcement,3
22111.0,Medical & Emergency,12
22113.0,Education,26
22113.0,Law Enforcement,10
22113.0,Medical & Emergency,21
22115.0,Education,21
22115.0,Law Enforcement,7
22115.0,Medical & Emergency,21
22117.0,Education,18
22117.0,Law Enforcement,5
22117.0,Medical & Emergency,20
22119.0,Education,18
22119.0,Law Enforcement,9
22119.0,Medical & Emergency,26
22121.0,Education,11
22121.0,Law Enforcement,4
22121.0,Medical & Emergency,9
22123.0,Education,5
22123.0,Law Enforcement,4
22123.0,Medical & Emergency,14
22125.0,Education,5
22125.0,Law Enforcement,3
22125.0,Medical & Emergency,6
22127.0,Education,9
22127.0,Law Enforcement,4
22127.0,Medical & Emergency,4
23001.0,Education,56
23001.0,Law Enforcement,7
23001.0,Medical & Emergency,33
23003.0,Education,56
23003.0,Law Enforcement,13
23003.0,Medical & Emergency,41
23005.0,Education,136
23005.0,Law Enforcement,26
23005.0,Medical & Emergency,93
23007.0,Education,19
23007.0,Law Enforcement,8
23007.0,Medical & Emergency,24
23009.0,Education,45
23009.0,Law Enforcement,11
23009.0,Medical & Emergency,55
23011.0,Education,71
23011.0,Law Enforcement,13
23011.0,Medical & Emergency,55
23013.0,Education,30
23013.0,Law Enforcement,8
23013.0,Medical & Emergency,28
23015.0,Education,26
23015.0,Law Enforcement,6
23015.0,Medical & Emergency,34
23017.0,Education,39
23017.0,Law Enforcement,9
23017.0,Medical & Emergency,56
23019.0,Education,90
23019.0,Law Enforcement,20
23019.0,Medical & Emergency,67
23021.0,Education,10
23021.0,Law Enforcement,4
23021.0,Medical & Emergency,16
23023.0,Education,20
23023.0,Law Enforcement,5
23023.0,Medical & Emergency,14
23025.0,Education,34
23025.0,Law Enforcement,7
23025.0,Medical & Emergency,33
23027.0,Education,29
23027.0,Law Enforcement,5
23027.0,Medical & Emergency,39
23029.0,Education,42
23029.0,Law Enforcement,10
23029.0,Medical & Emergency,54
23031.0,Education,82
23031.0,Law Enforcement,19
23031.0,Medical & Emergency,64
24001.0,Education,31
24001.0,Law Enforcement,12
24001.0,Medical & Emergency,34
24003.0,Education,161
24003.0,Law Enforcement,22
24003.0,Medical & Emergency,44
24005.0,Education,271
24005.0,Law Enforcement,24
24005.0,Medical & Emergency,69
24009.0,Education,31
24009.0,Law Enforcement,4
24009.0,Medical & Emergency,10
24011.0,Education,11
24011.0,Law Enforcement,7
24011.0,Medical & Emergency,6
24013.0,Education,55
24013.0,Law Enforcement,10
24013.0,Medical & Emergency,16
24015.0,Education,42
24015.0,Law Enforcement,8
24015.0,Medical & Emergency,25
24017.0,Education,52
24017.0,Law Enforcement,9
24017.0,Medical & Emergency,22
24019.0,Education,18
24019.0,Law Enforcement,4
24019.0,Medical & Emergency,17
24021.0,Education,89
24021.0,Law Enforcement,10
24021.0,Medical & Emergency,33
24023.0,Education,21
24023.0,Law Enforcement,4
24023.0,Medical & Emergency,18
24025.0,Education,75
24025.0,Law Enforcement,8
24025.0,Medical & Emergency,33
24027.0,Education,100
24027.0,Law Enforcement,6
24027.0,Medical & Emergency,14
24029.0,Education,12
24029.0,Law Enforcement,5
24029.0,Medical & Emergency,8
24031.0,Education,322
24031.0,Law Enforcement,15
24031.0,Medical & Emergency,52
24033.0,Education,282
24033.0,Law Enforcement,40
24033.0,Medical & Emergency,56
24035.0,Education,17
24035.0,Law Enforcement,6
24035.0,Medical & Emergency,11
24037.0,Education,51
24037.0,Law Enforcement,3
24037.0,Medical & Emergency,19
24039.0,Education,13
24039.0,Law Enforcement,6
24039.0,Medical & Emergency,10
24041.0,Education,11
24041.0,Law Enforcement,7
24041.0,Medical & Emergency,8
24043.0,Education,66
24043.0,Law Enforcement,13
24043.0,Medical & Emergency,35
24045.0,Education,41
24045.0,Law Enforcement,6
24045.0,Medical & Emergency,16
24047.0,Education,18
24047.0,Law Enforcement,8
24047.0,Medical & Emergency,19
24510.0,Education,228
24510.0,Law Enforcement,28
24510.0,Medical & Emergency,57
25001.0,Education,70
25001.0,Law Enforcement,19
25001.0,Medical & Emergency,43
25003.0,Education,67
25003.0,Law Enforcement,31
25003.0,Medical & Emergency,57
25005.0,Education,185
25005.0,Law Enforcement,29
25005.0,Medical & Emergency,73
25007.0,Education,10
25007.0,Law Enforcement,11
25007.0,Medical & Emergency,12
25009.0,Education,291
25009.0,Law Enforcement,40
25009.0,Medical & Emergency,96
25011.0,Education,51
25011.0,Law Enforcement,25
25011.0,Medical & Emergency,36
25013.0,Education,181
25013.0,Law Enforcement,29
25013.0,Medical & Emergency,63
25015.0,Education,67
25015.0,Law Enforcement,24
25015.0,Medical & Emergency,31
25017.0,Education,558
25017.0,Law Enforcement,71
25017.0,Medical & Emergency,190
25019.0,Education,6
25019.0,Law Enforcement,4
25019.0,Medical & Emergency,5
25021.0,Education,276
25021.0,Law Enforcement,35
25021.0,Medical & Emergency,68
25023.0,Education,164
25023.0,Law Enforcement,34
25023.0,Medical & Emergency,78
25025.0,Education,270
25025.0,Law Enforcement,30
25025.0,Medical & Emergency,85
25027.0,Education,333
25027.0,Law Enforcement,74
25027.0,Medical & Emergency,125
26001.0,Education,2
26001.0,Law Enforcement,1
26001.0,Medical & Emergency,12
26003.0,Education,6
26003.0,Law Enforcement,3
26003.0,Medical & Emergency,13
26005.0,Education,60
26005.0,Law Enforcement,8
26005.0,Medical & Emergency,26
26007.0,Education,13
26007.0,Law Enforcement,3
26007.0,Medical & Emergency,9
26009.0,Education,14
26009.0,Law Enforcement,6
26009.0,Medical & Emergency,14
26011.0,Education,6
26011.0,Law Enforcement,2
26011.0,Medical & Emergency,11
26013.0,Education,10
26013.0,Law Enforcement,5
26013.0,Medical & Emergency,10
26015.0,Education,25
26015.0,Law Enforcement,8
26015.0,Medical & Emergency,15
26017.0,Education,51
26017.0,Law Enforcement,8
26017.0,Medical & Emergency,25
26019.0,Education,7
26019.0,Law Enforcement,3
26019.0,Medical & Emergency,9
26021.0,Education,85
26021.0,Law Enforcement,23
26021.0,Medical & Emergency,41
26023.0,Education,22
26023.0,Law Enforcement,7
26023.0,Medical & Emergency,8
26025.0,Education,63
26025.0,Law Enforcement,9
26025.0,Medical & Emergency,38
26027.0,Education,25
26027.0,Law Enforcement,7
26027.0,Medical & Emergency,15
26029.0,Education,12
26029.0,Law Enforcement,6
26029.0,Medical & Emergency,17
26031.0,Education,10
26031.0,Law Enforcement,4
26031.0,Medical & Emergency,16
26033.0,Education,27
26033.0,Law Enforcement,8
26033.0,Medical & Emergency,24
26035.0,Education,15
26035.0,Law Enforcement,4
26035.0,Medical & Emergency,7
26037.0,Education,28
26037.0,Law Enforcement,7
26037.0,Medical & Emergency,20
26039.0,Education,3
26039.0,Law Enforcement,2
26039.0,Medical & Emergency,7
26041.0,Education,17
26041.0,Law Enforcement,4
26041.0,Medical & Emergency,22
26043.0,Education,17
26043.0,Law Enforcement,5
26043.0,Medical & Emergency,16
26045.0,Education,47
26045.0,Law Enforcement,8
26045.0,Medical & Emergency,18
26047.0,Education,20
26047.0,Law Enforcement,4
26047.0,Medical & Emergency,14
26049.0,Education,159
26049.0,Law Enforcement,31
26049.0,Medical & Emergency,48
26051.0,Education,11
26051.0,Law Enforcement,2
26051.0,Medical & Emergency,7
26053.0,Education,9
26053.0,Law Enforcement,6
26053.0,Medical & Emergency,11
26055.0,Education,37
26055.0,Law Enforcement,5
26055.0,Medical & Emergency,19
26057.0,Education,21
26057.0,Law Enforcement,6
26057.0,Medical & Emergency,8
26059.0,Education,33
26059.0,Law Enforcement,7
26059.0,Medical & Emergency,18
26061.0,Education,21
26061.0,Law Enforcement,8
26061.0,Medical & Emergency,28
26063.0,Education,29
26063.0,Law Enforcement,10
26063.0,Medical & Emergency,19
26065.0,Education,108
26065.0,Law Enforcement,13
26065.0,Medical & Emergency,29
26067.0,Education,30
26067.0,Law Enforcement,10
26067.0,Medical & Emergency,15
26069.0,Education,14
26069.0,Law Enforcement,4
26069.0,Medical & Emergency,11
26071.0,Education,3
26071.0,Law Enforcement,4
26071.0,Medical & Emergency,8
26073.0,Education,26
26073.0,Law Enforcement,5
26073.0,Medical & Emergency,12
26075.0,Education,70
26075.0,Law Enforcement,12
26075.0,Medical & Emergency,26
26077.0,Education,102
26077.0,Law Enforcement,10
26077.0,Medical & Emergency,41
26079.0,Education,7
26079.0,Law Enforcement,1
26079.0,Medical & Emergency,8
26081.0,Education,276
26081.0,Law Enforcement,15
26081.0,Medical & Emergency,68
26083.0,Education,2
26083.0,Law Enforcement,1
26083.0,Medical & Emergency,6
26085.0,Education,2
26085.0,Law Enforcement,2
26085.0,Medical & Emergency,9
26087.0,Education,32
26087.0,Law Enforcement,10
26087.0,Medical & Emergency,22
26089.0,Education,9
26089.0,Law Enforcement,3
26089.0,Medical & Emergency,10
26091.0,Education,47
26091.0,Law Enforcement,12
26091.0,Medical & Emergency,28
26093.0,Education,50
26093.0,Law Enforcement,12
26093.0,Medical & Emergency,27
26095.0,Education,2
26095.0,Law Enforcement,3
26095.0,Medical & Emergency,4
26097.0,Education,9
26097.0,Law Enforcement,4
26097.0,Medical & Emergency,15
26099.0,Education,249
26099.0,Law Enforcement,19
26099.0,Medical & Emergency,65
26101.0,Education,13
26101.0,Law Enforcement,3
26101.0,Medical & Emergency,14
26103.0,Education,25
26103.0,Law Enforcement,11
26103.0,Medical & Emergency,23
26105.0,Education,15
26105.0,Law Enforcement,3
26105.0,Medical & Emergency,14
26107.0,Education,21
26107.0,Law Enforcement,5
26107.0,Medical & Emergency,13
26109.0,Education,13
26109.0,Law Enforcement,3
26109.0,Medical & Emergency,16
26111.0,Education,32
26111.0,Law Enforcement,4
26111.0,Medical & Emergency,20
26113.0,Education,7
26113.0,Law Enforcement,1
26113.0,Medical & Emergency,8
26115.0,Education,61
26115.0,Law Enforcement,9
26115.0,Medical & Emergency,34
26117.0,Education,32
26117.0,Law Enforcement,8
26117.0,Medical & Emergency,18
26119.0,Education,4
26119.0,Law Enforcement,1
26119.0,Medical & Emergency,6
26121.0,Education,70
26121.0,Law Enforcement,13
26121.0,Medical & Emergency,28
26123.0,Education,24
26123.0,Law Enforcement,7
26123.0,Medical & Emergency,12
26125.0,Education,464
26125.0,Law Enforcement,42
26125.0,Medical & Emergency,130
26127.0,Education,11
26127.0,Law Enforcement,7
26127.0,Medical & Emergency,11
26129.0,Education,6
26129.0,Law Enforcement,3
26129.0,Medical & Emergency,10
26131.0,Education,3
26131.0,Law Enforcement,1
26131.0,Medical & Emergency,9
26133.0,Education,16
26133.0,Law Enforcement,5
26133.0,Medical & Emergency,9
26135.0,Education,4
26135.0,Law Enforcement,1
26135.0,Medical & Emergency,6
26137.0,Education,10
26137.0,Law Enforcement,5
26137.0,Medical & Emergency,7
26139.0,Education,99
26139.0,Law Enforcement,6
26139.0,Medical & Emergency,39
26141.0,Education,11
26141.0,Law Enforcement,3
26141.0,Medical & Emergency,8
26143.0,Education,12
26143.0,Law Enforcement,7
26143.0,Medical & Emergency,12
26145.0,Education,91
26145.0,Law Enforcement,17
26145.0,Medical & Emergency,40
26147.0,Education,59
26147.0,Law Enforcement,10
26147.0,Medical & Emergency,34
26149.0,Education,40
26149.0,Law Enforcement,8
26149.0,Medical & Emergency,13
26151.0,Education,18
26151.0,Law Enforcement,8
26151.0,Medical & Emergency,21
26153.0,Education,5
26153.0,Law Enforcement,1
